fips_state,fips_county,county,countylong,state,stateabb,landarea,pop,pwpd,pwlogpd,popdens,gamma
1,1,Autauga,Autauga County,Alabama,AL,1539.602137,60434.49033874087,554.1742705757877,5.6416547487521,39.253316740973624,0.3607225110090023
1,3,Baldwin,Baldwin County,Alabama,AL,4117.621645,205323.43866504345,364.9738045950226,5.44266809388083,49.86457143636942,0.23915744423307012
1,5,Barbour,Barbour County,Alabama,AL,2292.160139,26091.13445894653,320.25226041814904,4.910644325570593,11.382771218737492,0.43129123493872784
1,7,Bibb,Bibb County,Alabama,AL,1612.167476,24454.206958533265,243.4267103181634,4.59212247455144,15.168527663892199,0.3758249627220763
1,9,Blount,Blount County,Alabama,AL,1670.103866,60306.185444292845,151.5125485267198,4.522074375919074,36.10924246809261,0.1932608752248179
1,11,Bullock,Bullock County,Alabama,AL,1613.076054,10454.561700624647,273.89793918442683,4.531844989061757,6.4811337783485845,0.5068929974411299
1,13,Butler,Butler County,Alabama,AL,2012.002531,20449.873082670383,219.7924252389752,4.374393328103861,10.163940038637248,0.4040861790821462
1,15,Calhoun,Calhoun County,Alabama,AL,1569.195268,119257.602525861,407.6118006377888,5.573267996168595,75.99921116118291,0.2282576325591544
1,17,Chambers,Chambers County,Alabama,AL,1545.085607,32582.842362886295,279.3002724508261,4.980149539590686,21.088049888802242,0.3518506225746204
1,19,Cherokee,Cherokee County,Alabama,AL,1433.623319,26800.88809260726,80.00439999707892,3.934680317922726,18.694511827068894,0.20003571509552684
1,21,Chilton,Chilton County,Alabama,AL,1794.477075,45250.59294303134,146.85682043478408,4.490847345719218,25.216590155118777,0.2351636021823496
1,23,Choctaw,Choctaw County,Alabama,AL,2365.869841,12800.457128747163,80.40046761138609,3.457197709147571,5.410465490078142,0.3473702200422995
1,25,Clarke,Clarke County,Alabama,AL,3207.494106,24588.45648280857,160.1364147023687,4.234743498065916,7.6659397243514595,0.3764581456649081
1,27,Clay,Clay County,Alabama,AL,1564.251834,13656.17738326639,91.67935958410264,3.6248699481615505,8.730165492819483,0.31970915727783056
1,29,Cleburne,Cleburne County,Alabama,AL,1450.663786,15307.491786389844,89.91726135763483,3.841423165329132,10.552060328601767,0.29431793578146936
1,31,Coffee,Coffee County,Alabama,AL,1758.565919,52980.50327862054,423.2158144552303,5.2413106111986965,30.12710681254852,0.35363585683454724
1,33,Colbert,Colbert County,Alabama,AL,1535.202321,53482.66351084318,387.88229220848905,5.344776543889693,34.83753429711183,0.3284991019088867
1,35,Conecuh,Conecuh County,Alabama,AL,2202.007855,12735.01373352483,104.9389970916808,3.675056761619411,5.78336435295088,0.376555358449768
1,37,Coosa,Coosa County,Alabama,AL,1685.850815,11306.770245152526,75.87984612939975,3.5886271666594483,6.706862875735849,0.3265156702745291
1,39,Covington,Covington County,Alabama,AL,2669.134207,37386.66462502442,196.11616902380584,4.388501532007194,14.007038135053365,0.33451348000218867
1,41,Crenshaw,Crenshaw County,Alabama,AL,1576.952799,13949.661489775404,110.55895922089081,3.674225901805573,8.845960068444258,0.3429991103158185
1,43,Cullman,Cullman County,Alabama,AL,1902.970816,81139.39918232424,185.36035808586328,4.613316966664606,42.63827826475939,0.19461210822938632
1,45,Dale,Dale County,Alabama,AL,1453.244559,50612.08473532088,260.15616155012253,5.049515323080147,34.82695629023916,0.2761622573194663
1,47,Dallas,Dallas County,Alabama,AL,2534.919607,42162.74644995699,476.9632129465283,5.351098538204785,16.63277459905536,0.4281831712811296
1,49,DeKalb,DeKalb County,Alabama,AL,2012.67648,74137.597511461,147.37435447174914,4.39722052911451,36.835327608866876,0.18226349146157556
1,51,Elmore,Elmore County,Alabama,AL,1601.768864,86245.60532740317,365.5407671502439,5.2594160324623,53.84397665967065,0.25956398029031164
1,53,Escambia,Escambia County,Alabama,AL,2448.115116,38594.47749471478,321.1514240494816,4.840632556562945,15.764976590551301,0.3862736734820518
1,55,Etowah,Etowah County,Alabama,AL,1385.871922,103577.93288976513,368.7859041524589,5.355933713550734,74.73845977071835,0.2206528545739921
1,57,Fayette,Fayette County,Alabama,AL,1625.693288,16555.31237257365,113.86133982707696,3.8232975920965058,10.183539844062917,0.32652286361208255
1,59,Franklin,Franklin County,Alabama,AL,1641.841404,31717.34729531716,242.62547886724934,4.623785474294189,19.318155345604353,0.3417908395448777
1,61,Geneva,Geneva County,Alabama,AL,1487.897665,27319.884606665,164.37863395972295,4.205680172554583,18.361400282636374,0.30005284351298106
1,63,Greene,Greene County,Alabama,AL,1675.782059,8649.41915187193,119.21707657598849,3.8716767963178818,5.161422456708573,0.4229147212990716
1,65,Hale,Hale County,Alabama,AL,1667.917734,13976.429262209567,164.52949964679766,4.265032932818934,8.379567515414143,0.40128867067720714
1,67,Henry,Henry County,Alabama,AL,1454.926622,17659.82360911928,149.86448138852262,4.142596478069785,12.137947950147057,0.3451180166979002
1,69,Houston,Houston County,Alabama,AL,1501.819549,107017.05700286664,502.57778416601025,5.681757576884708,71.25826606407202,0.2670664532966018
1,71,Jackson,Jackson County,Alabama,AL,2791.974032,52644.873271235265,147.98125444598224,4.348400754455531,18.855789010875466,0.2596590269786817
1,73,Jefferson,Jefferson County,Alabama,AL,2878.5521,649112.6632912455,874.827983149998,6.434859196652566,225.49970983372006,0.17020729889489822
1,75,Lamar,Lamar County,Alabama,AL,1566.544637,13809.689436383545,85.19949104800133,3.6544119254431076,8.815382026285373,0.3083610356504014
1,77,Lauderdale,Lauderdale County,Alabama,AL,1730.146078,94282.92407680675,461.4722715829902,5.39927792687598,54.494198655061055,0.28652613453965975
1,79,Lawrence,Lawrence County,Alabama,AL,1788.864251,33818.92507184856,109.18567612180183,4.230926746214865,18.905249547551364,0.2341476199364903
1,81,Lee,Lee County,Alabama,AL,1573.514768,152813.17752501927,698.3570175473544,5.956296852371024,97.11582034863957,0.26800817608469435
